name,code,credits
ECON2202C,COMPL MACROECONOMIA 3,0.0
EMAT4803,ANÁLISIS COGNITIVO,4.0
ARQU1202,TALLER DE HISTORIA 2,3.0
DISE2307,PRODUCTO 2,3.0
CONT1211,LIDERAZGO Y ÉTICA,3.0
LENG1105,INGLÉS 5,0.0
ARQU2202,ARQUITECTURA CLASICA,3.0
LENG1104,INGLÉS 4,0.0
IELE2300L,LAB.ANALISIS SIST. CONTROL,0.0
IMEC2543,DINAMICA DE MAQUINARIA,3.0
PSIC3892,BEYOND CBT,3.0
IQUI3090,SEM.PROYECTO GRADO,0.0
DECA1001,HERRAMIENTAS VIDA UNIVERSITARI,1.0
IQUI6981,TESIS 8CR,8.0
LENG1202,FRANCÉS 2,3.0
QUIM1102,LABORATORIO DE QUIMICA GENERAL,1.0
PERI1004B,TALLER MEDIOS DIGITALES Y MULT,3.0
LENG1203,FRANCÉS 3,3.0
DERE2602,DERECHO COMPARADO (INGLES),3.0
ICYA3308L,LAB INGENIERIA DE PAVIMENTOS,0.0
FISI1018C,COMPL. FÍSICA I,0.0
EDUC4207,TESIS 2,6.0
IIND2109C,REFUERZO SIST. APOYO DECISION,0.0
MUSI1210,PIANO COMPLEMENTARIO 3,3.0
ANTR1201,FUNDAMENTOS DE ARQUEOLOGIA,3.0
CONT1412,CONTABILIDAD FINANCIERA,3.0
DISE2603,JOYERÍA,3.0
MUSI1415,INSTRUMENTO 1 - 15 - VIOLA,4.0
QUIM1103C,COMPL. DE QUÍMICA,0.0
DISE3220,DISEÑO Y PROPIEDAD INTELECTU,3.0
MATE1214,CALCULO INTEGRAL-ECUAC.DIFEREN,3.0
ISIS1204L,LAB ALGORITMICA Y PROG. OBJ I,0.0
IIND2301,DINAMICA DE SISTEMAS,3.0
ISIS1205,ALGORITMICA Y PROGR. OBJ. II,3.0
ARQU3351,ARQU EN TIERRA CRUDA,3.0
FISI1029,FISICA EXPERIMENTAL II,1.0
DISE1301,DIBUJO A MANO ALZADA,3.0
EDUC4206,TESIS 1,6.0
ICYA1114C,COMPL INTRO A ING CIVIL,0.0
CISO4513,LAB.METODOS CUANTITATIVOS,0.0
ISIS1204L,LAB ALGORITMICA Y PROG. OBJ I,0.0
MHAR4007,EXILIO Y CREATIVIDAD,4.0
FISI1019,FISICA EXPERIMENTAL I,1.0
QUIM3215,LABORATORIO QUIMICA INORG. III,1.0
MUSI1138B,MEMORIAS MUSIC. SIGLO XIX COL,3.0
CIDE4134,ESTUDIOS DIRIGIDOS 2,4.0
CISO4506,METODOLOGIA CUALI CIENCIAS SOC,4.0
PSIC2602,EVALUACION PSICOLÓGICA,3.0
STRA5421,CONFIABILIDAD SISTEMAS DE POTE,2.0
MATE1252C,CALCULO INTEGRAL-PROBAB COMPL,0.0
MADM4551,JUEGO GERENCIAL,3.0
MUSI2302,DIRECCION CORAL 1,5.0
PSIC3707,INVESTIGACION DIRIGIDA 1,3.0
IMEC6002,TUTORIAL 1,4.0
FISI1018,FISICA I,3.0
IELE4017,"ANALISIS INTEL, SEÑALES Y SIST",4.0
DECA1001,HERRAMIENTAS VIDA UNIVERSITARI,1.0
LITE1611,ESPAÑOL,3.0
MADM4922,CORNELL- CONSULTORÍA,2.0
FISI1028,FISICA II,3.0
DERE1107B,ETICA Y MEDIO AMBIENTE,3.0
MADM4052,TALLER DE NEGOC.Y EQUIPOS EFEC,1.0
BIOL1301,BIOLOGIA DE ORGANISMOS-LAB,1.0
IBIO6980,TESIS 4CR,4.0
IIND1001,PROGRAMA DE ACOMPAÑAMIENTO,0.0
ANTR3600,OPCION GRADO MATERIAS MAESTRIA,0.0
IELE1400L,LAB FUNDAMENTOS DE REDES,0.0
CISO2000,HISTORIA Y SOCIOLO DE LA CIENC,3.0
GEOC3039,LAB ESTRATIGR. Y SEDIMENTOLOG.,1.0
DEPO3248,NATACION AVANZADO,1.0
HIST6985,TUTORIAL DE INV. VII -DHIST,8.0
LITE1611,ESPAÑOL,3.0
QUIM1104,LABORATORIO DE QUÍMICA,0.0
ARQU1111,TALLER DE COMPOSICION 1,3.0
MISO4301,PROYECTO INTEGRADOR,4.0
ISIS1404L,LAB TI EN LAS ORGANIZACIONES,0.0
DISE3503,CONSTRUCCIÓN SOBRE EL CUERPO,3.0
IIND2109,SISTEMAS APOYO A LA DECISION,3.0
PSIC6401,PASANTIA 2,9.0
ICYA2401L,LAB MECANICA DE FLUIDOS,0.0
ARQU4301,TESIS 1,6.0
DERE3904,SEMINARIO INVESTIGACION DIRIGI,3.0
CPOL4522,SEMINARIO INVESTIGACION CIENCI,4.0
DEPO1206,ENTRENAMIENTO MILITAR,1.0
ECON1001C,COMPL INTROD. ECON COLOMBIANA,0.0
IMEC1503C,COMPL.DISEÑO GRÁFICO INGEN,0.0
IMEC1000,INTRODUCC.INGEN.MECANICA,3.0
LENG1105,INGLÉS 5,0.0
DISE2132,ESTUDIO 5: DESARROLLO,4.0
QUIM1303C,COMPL FUNDAM DE QUÍM ORGÁNICA,0.0
MATE1105C,ALGEBRA LINEAL 1 COMPL,0.0
ISIS1204L,LAB ALGORITMICA Y PROG. OBJ I,0.0
LENG1106,INGLÉS 6,0.0
ECON1001C,COMPL INTROD. ECON COLOMBIANA,0.0
ARTI4204,ARQUITECTURA DE SEGURIDAD,4.0
ECON1001B,INTROD. ECON COLOMBIANA,3.0
"",,0.0
IBIO2261,LABORATORIO MODELADO Y SIMULAC,0.0
IQUI2300C,COMPL. ING. REACCIONES,0.0
ADMI1590,TALLER DE CREATIVIDAD (INGLES),1.0
"",,0.0
EGOB3020,PRACTICA PROFESIONAL,6.0
FISI1019,FISICA EXPERIMENTAL I,1.0
IQUI2300C,COMPL. ING. REACCIONES,0.0
MDIS4601,ESTUDIO MAESTRÍA 4 PROYECTO D,4.0
ADMI3701,NEGOCIOS INTERNACIONALES,3.0
IELE2206L,LAB FUNDAMENTOS DE ELECTRÓNICA,0.0
EGOB1209B,LIDERAZGO: TEORIA Y PRACTICA,3.0
PSIC3814,INFORME DE PRÁCTICA,0.0
GEOC2028,MINERALES FORMADORES DE ROCAS,3.0
FISI1019,FISICA EXPERIMENTAL I,1.0
EGOB1112B,INTRO POLÍTICAS PÚBL. (INGLES),3.0
LENG1103,INGLÉS 3,0.0
MATE1214C,CALC.INTEG-ECUAC.DIFEREN COMPL,0.0
BIOL1327C,COMPL ECOLOGIA: PRINC Y APLICA,0.0
FISI1028,FISICA II,3.0
ECON2203C,COMPL INTRODUCCIÓN A LA MACRO,0.0
IELE1502L,LAB. SISTEMAS DINAMICOS,0.0
FISI1018C,COMPL. FÍSICA I,0.0
QUIM1103C,COMPL. DE QUÍMICA,0.0
"",,0.0
GEOC0000,INDUCCION,1.0
QUIM1511,LABORATORIO DE FISICOQUIMICA I,1.0
ISIS1204,ALGORITMICA Y PROGR. OBJ. I,3.0
FISI1018C,COMPL. FÍSICA I,0.0
IBIO4217L,LAB. FISIOLOGÍA AVANZADA,0.0
QUIM1104,LABORATORIO DE QUÍMICA,0.0
FISI1060B,SIGLO DE ORO DE LA FÍSICA,3.0
CPOL1400,INTRODUCCION TEORIA POLITICA,3.0
IELE4010,PROCESOS ESTOCASTICOS,4.0
MLIT4000,ESCRITURA ACADEMICA POSTGRADOS,0.0
BIOL2309,ECOLOGIA-LAB,1.0
CISO4512,METODOS CUANTITATIVOS,4.0
IBIO3702,PROYECTO INVESTIGAC.INGENIERIA,3.0
ISIS1204,ALGORITMICA Y PROGR. OBJ. I,3.0
FILO1281A,LA MUERTE EN OCCIDENTE,3.0
ADMI3606,ESTRATEGIAS DE NEGOCIACION,3.0
DERE3215,DERECHO DEL ENTRETENIMIENTO,3.0
MDER4303,TUTORIA III,4.0
ECON3401,COMERCIO INTERNACIONAL(INGLES),3.0
QUIM2519,LAB DE FUNDAMENT FISICOQUIM,0.0
FISI1028C,COMPL. FÍSICA II,0.0
FISI1018C,COMPL. FÍSICA I,0.0
MUSI1991,ELECTIVA 1,3.0
LENG1101,INGLÉS 1,0.0
MBIO2102,BIOLOGIA MOLECULAR-TEO,3.0
ARTE3425,SEMINARIO DE CURADURIA,3.0
ARTE3603,PROYECTO NUEVO PENSUM,6.0
ECON4568C,COMP. MICROECONOMIA III,0.0
LITE1582A,ÉPICA,3.0
EDUC4612,ANÁLISIS DE POLÍTICA PÚBLICA E,4.0
ECON1300,TALLER DE EXCEL,1.0
EECO5104,ANALIS.FINANCIERO Y CONTABLE,1.0
ICYA2402C,COMPL HIDRAULICA,0.0
CBIO4307,FILOGENIA EN ARTROPODOS,4.0
ISIS1209,ALG. Y PROG. OBJ. II (HONORES),3.0
MBIO1100,BIOLOGIA CELULAR-TEO,3.0
QUIM1104,LABORATORIO DE QUÍMICA,0.0
MATE1214C,CALC.INTEG-ECUAC.DIFEREN COMPL,0.0
GPUB5607,CONTROL DE LA ADMON. PUBLICA,2.0
FISI1018C,COMPL. FÍSICA I,0.0
IELE4000,SEMINARIO MAGÍSTER,0.0
IQUI3041,TALLER MODELAMIEN.Y SIMULACION,0.0
QUIM1103C,COMPL. DE QUÍMICA,0.0
DERE1301,TEORIA GENERAL DEL ESTADO,3.0
ADMI2301,FUNDAMENTOS DE MERCADEO,3.0
QUIM1104,LABORATORIO DE QUÍMICA,0.0
ISIS1206L,LAB. ESTRUCTURAS DATOS,0.0
MBIO2102,BIOLOGIA MOLECULAR-TEO,3.0
ARQU1111,TALLER DE COMPOSICION 1,3.0
ADMI1602,TALLER AUTOCONOCIMIENTO,2.0
"",,0.0
IBIO2651,LABORATORIO BIOMATERIALES,0.0
ADMI2605,ORGANIZACIONES,3.0
DERE3432,JUSTICIA TRANSICIONAL,3.0
DEPI4105,DISEÑO INDUST.SECRETO EMPRESAR,4.0
EDUC4613,CALIDAD EDUCACIÓN AMERICA LAT.,4.0
PSIC1030,SEMILLERO NEUROCIENCIA SOCIAL,0.0
ICYA3079C,COMPL PROY FINL DISEÑO ING AMB,0.0
GPUB5605,RESPONSABILIDAD DEL ESTADO,2.0
ARTE1118,FOTO BÁSICA 2 :DIGITAL,3.0
DERE1101,INTRODUCCION AL DERECHO,4.0
ECON2202C,COMPL MACROECONOMIA 3,0.0
PSIC1028,SEMILLERO ENF.CARDIOVASCULARES,0.0
IELE2402L,LAB. COMUNICACIONES,0.0
ICYA2304C,COMPL FUNDAMENTOS GEOTECNIA,0.0
MBIT4206,INTEGRACIÓN SIST. INFORMAC.,4.0
MIIA4202,MODELOS PARA TOMA DE DECISIONE,4.0
FISI1028C,COMPL. FÍSICA II,0.0
ICYA1125L,LABORATORIO DE GEOMÁTICA,0.0
QUIM1104,LABORATORIO DE QUÍMICA,0.0
FISI1092A,ENERGIA UNA PERSPECTIVA GLOBAL,3.0
ANTR6982,SEMINARIO DOCTORAL DISERTACIÓN,8.0
IELE2100L,LAB.ELEM.SISTEMAS ELECTRICOS,0.0
ANTR1125B,CAMPESINOS Y POLÍTICA,3.0
EDUC6005,COLOQUIO DE INVESTIGACION II,0.0
FISI1003,COLOQUIO 1 DE FISICA,1.0
IQUI3032,TALLER DISEÑO PLANTAS,0.0
FISI2026,HERRAMIENTAS COMPUTACIONALES,1.0
MATE1203,CALCULO DIFERENCIAL,3.0
ADMI2557,HERRAMIENTAS TOMA DECI II,3.0
FISI1018C,COMPL. FÍSICA I,0.0
ARTE1119,DIBUJO CIENTIFICO BASICO,3.0
DEPO1213,RUMBA AEROBICA,1.0
DERE3101,HERMENEUTICA JURIDICA,3.0
GEOC1002,GEOCIENCIAS,3.0
EDUC1021B,EDUCACION Y MEMORIA HISTORICA,3.0
DERE3266,DERECHO AERONAUTICO,3.0
ICYA3202C,COMPL DISEÑO ESTRUCTURAL,0.0
MATE1207C,CALCULO VECTORIAL COMPL,0.0
EGOB4112,PROYECTO DE GRADO I,3.0
IBIO2251,LAB. FENÓMENOS DE TRANSP. BIOL,0.0
MBIO3914,SEMINARIO DE MICROBIOLOGIA,1.0
ICYA1125L,LABORATORIO DE GEOMÁTICA,0.0
LITE2619,ESCRIBIR PARA TEATRO: TALLER,3.0
DEIN4404,TRABAJO DE GRADO,4.0
DEPO1221,FRISBEE ULTIMATE PRINCIPIANTES,1.0
ADMI1101,FUNDAM.ADMON Y GERENCIA (ADMI),3.0
DERE3302,ACCIONES PUBLICAS,3.0
CBIO6983,TESIS DOCTORADO 4,8.0
DERE3625,DERE DEL ESPACIO ULTRATERREST,3.0
MBIO2102C,COMPL. BIOLOGIA MOLECULAR,0.0
MUSI2208,CONTRAPUNTO 1,3.0
IBIO2099L,LAB.FISIOLOG.CUANTIT.ING.BIOM1,0.0
ANTR3186,TRABAJO DIRIG EN ENTOLINGUISTI,3.0
MIAD4100,FUNDAM. CIENCIAS COMPORTAMIENT,4.0
MUSI2414,INSTRUMENTO 4 - 15 - VIOLA,4.0
ARTE1117,TALLER BASICO 2,3.0
PSCL4112,REVISTA DE CASOS CLÍNICOS IV,0.0
ARQU1202,TALLER DE HISTORIA 2,3.0
FISI1019,FISICA EXPERIMENTAL I,1.0
IMEC1330,TERMODINÁMICA,3.0
MUSI1817,ARMONIA DEL JAZZ,3.0
ARQU1111,TALLER DE COMPOSICION 1,3.0
DPUB4401,TRABAJO DE GRADO,6.0
HIST2204A,GEOGRAFIA DE COLOMBIA,3.0
DISE3246,EMPATHY LAB,3.0
ARQU3911,PROYECTO UNIDAD AVANZADA GRP2,5.0
FILO6982,TUTORÍA DE INVESTIGACIÓN 2 DOC,8.0
LENG1102,INGLÉS 2,0.0
BIOL1303,MONOGRAFIA ESTUD. AMBIENTALES,3.0
IMEC1503,DISEÑO GRAFICO EN INGENIERÍA,3.0
ISIS1404L,LAB TI EN LAS ORGANIZACIONES,0.0
IIND2109,SISTEMAS APOYO A LA DECISION,3.0
FISI1023,LABORATORIO DE FISICA BASICA 2,1.0
DECA1001,HERRAMIENTAS VIDA UNIVERSITARI,1.0
IIND2107C,REFUERZO PROBA Y ESTD II,0.0
FISI1028,FISICA II,3.0
ARQU2101,PROYECTO HABITAR,5.0
IBIO4704,PROYECTO ESPECIAL MAESTRIA 2,4.0
ARQU1302,TALLER TECNICO 2,3.0
DERE2402,ARGUMENTACION EN EL PROCESO PE,3.0
MBIT4210,TI PARA SECTOR PÚBLICO,4.0
DISE3199,ESTUDIO 8: PROYECTO DE GRADO,3.0
ECON2107C,COMPL INTRODUCCION A LA MICRO,0.0
MUSI1415,INSTRUMENTO 1 - 15 - CLARINETE,4.0
IBIO2560,PROC.SEÑALES E INST. BIOMED.,3.0
"",,0.0
ICYA2401L,LAB MECANICA DE FLUIDOS,0.0
CPOL2422,TEOCRACIA,3.0
MBIO0000,INDUCCION,1.0
ANTR1203A,DE EVOLUCION CULTURA HUMANA,3.0
ARTE1001,INDUCCION EQUIPOS AUDIOVISUAL,0.0
IMEC1503,DISEÑO GRAFICO EN INGENIERÍA,3.0
ARQU3932,ANÁLISIS UNIDAD AVANZADA GRP3,3.0
ICYA1114C,COMPL INTRO A ING CIVIL,0.0
ECON2101C,COMPL MICROECONOMÍA 2,0.0
ARTE2110,DIBUJO Y OBJETO,3.0
MUSI2400,CONJUNTO 2 PIANO,3.0
QUIM3991,PRACTICA TIEMPO COMPLETO,6.0
ICYA1122L,LAB MATERIALES ING CIVIL,0.0
ADMI3405,SISTEMAS INFORMACION GERENCIAL,3.0
QUIM1310,QUÍMICA ORGÁNICA I,3.0
IQUI2023,LAB. TERMODINAMICA,0.0
CBIO6986,TESIS DOCTORADO 7,8.0
DISE3350,COLOR,3.0
MBIO1100,BIOLOGIA CELULAR-TEO,3.0
IQUI2200L,TALLER DISEÑO EXPERIMENTAL,0.0
EDUC4606,CONTEXTO EDUCATIVO COLOMBIANO,4.0
LENG1103,INGLÉS 3,0.0
ANTR3185,TRABAJO DIRIG EN ANTR.SOCIAL,3.0
IIND2401C,REFUERZO ANALIS.DECISION INVER,0.0
EDUC4027,MÉTODOS CUALIITATIVOS DE INVES,4.0
IQUI4301,TESIS I,4.0
ARTE1123,HISTORIA DE LA ANIMACIÓN,3.0
DEPO2240,SQUASH INTERMEDIO,1.0
IIND2401,ANALIS.DECISION INVERSION,3.0
CONT1321,ECONOMIA GERENCIAL,3.0
MUSI1209,PIANO COMPLEMENTARIO 2,3.0
ICYA1125L,LABORATORIO DE GEOMÁTICA,0.0
CONT1412C,CONTABILIDAD FINANCIERA COMPL.,0.0
MGPD4415,LOGISTICA Y OPERACIONES,2.0
ANTR4500,INTERCAMBIO MAESTRIA,2.0
FISI1028C,COMPL. FÍSICA II,0.0
MBAE4422,LOGISTICA,2.0
ANTR3195,INVESTIGACION DIRIGIDA GRADO,6.0
IBIO6962,PROYECTO DIRIGIDO 2,4.0
IBIO4780,TESIS I,4.0
QUIM1104,LABORATORIO DE QUÍMICA,0.0
ADMI1401,TALLER HABILIDADES INFORMATICA,1.0
IQUI2010C,COMPL. FUND PROC. INDUSTRIALES,0.0
CPOL3990,INSCRIPCION A GRADO,0.0
HIST2103,HISTORIOGRAFIA DE COLOMBIA,3.0
ARQU2101,PROYECTO HABITAR,5.0
DERE2202,OBLIGACIONES II,5.0
DECA1001,HERRAMIENTAS VIDA UNIVERSITARI,1.0
ICYA3305L,LAB ESTRUCTURAS GEOTECNICAS,0.0
ISIS1204,ALGORITMICA Y PROGR. OBJ. I,3.0
FISI1012,FISICA BASICA 1,3.0
MUSI2403,CONJUNTO 5 PIANO,3.0
ARTI4106,ARQUITECTURA EMPRESARIAL,4.0
MUSI2401,CONJUNTO SAXOFON,3.0
ADMI2205,FINANZAS 3:ESTRATEGIA,3.0
IMEC2411L,LAB. INGENIERIA DE MATERIALES,0.0
PSIC1205,PRINCIPIOS DE NEUROCIENCIAS 2,3.0
ISIS1001,INTROD. INGENIERIA DE SISTEMAS,3.0
CPOL3992,PRACTICA PROFES. 3 CREDITOS,3.0
ADMI3405,SISTEMAS INFORMACION GERENCIAL,3.0
IIND2109C,REFUERZO SIST. APOYO DECISION,0.0
ISIS1205,ALGORITMICA Y PROGR. OBJ. II,3.0
IIND1001,PROGRAMA DE ACOMPAÑAMIENTO,0.0
DERE3382,CINE Y DISCRIMINACIÓN,3.0
"",,0.0
MADM4154,"EL LIDER, SU ETICA Y RESPONSAB",2.0
LITE1611,ESPAÑOL,3.0
ECON2107C,COMPL INTRODUCCION A LA MICRO,0.0
DEPO3107,SELECCION TENIS DE CAMPO,1.0
ISIS2203,INFRAESTRUCTURA COMPUTACIONAL,3.0
PSIC1126A,FAMILIA Y VIDA PRIVADA,3.0
ANTR4138,LECTURAS DIRIGIDAS 2,4.0
MMER4307,INNOV Y DESARROLLO DE PRO,2.0
QUIM1104,LABORATORIO DE QUÍMICA,0.0
ECON4568,MICROECONOMIA III,4.0
"",,0.0
ARTI4005,INTERCAMBIO INTERNACIONAL,0.0
MUSI2401,CONJUNTO 3,3.0
CISO4609,AFRIC. POLITIC. COMPA. PERSPEC,4.0
PSIC6991,DISERTACION DOCTORAL EN CURSO,0.0
EDUC4206,TESIS 1,6.0
MGAP4406,ECONOMIA AMBIENTAL Y RR.NATUR.,3.0
BIOL1301,BIOLOGIA DE ORGANISMOS-LAB,1.0
PSIC3801,ETICA PROFESIONAL,3.0
DCOM5204,SOCIEDADES,3.0
CIDE4114,SEMINARIO TUTORIAL,1.0
DERE2201,OBLIGACIONES I,5.0
QUIM6983,TESIS 3 (DOCTORADO),12.0
EDUC4207,TESIS 2,6.0
ICYA1110L,LAB QUIMICA AMBIENTAL,0.0
LENG1203,FRANCÉS 3,3.0
HIST6982,TUTORIAL DE PROY. III- DHIST,6.0
DPRO4201,BIOPROCESOS OBTENCION ENERGIA,4.0
MATE1207C,CALCULO VECTORIAL COMPL,0.0
"",,0.0
MATE1214,CALCULO INTEGRAL-ECUAC.DIFEREN,3.0
ICYA3305,ESTRUCTURAS GEOTECNICAS,3.0
LENG1105,INGLÉS 5,0.0
MSIN4005,INTERCAMBIO INTERNACIONAL,0.0
DERE2202,OBLIGACIONES II,5.0
MBIO1101,BIOLOGIA CELULAR-LAB,0.0
MADM4151,EMPRENDIMIENTO E INNOVACION,2.0
ARQU1410,TALLER CIUDAD 1,3.0
RJUR5574,PROCED.TRIBUT. Y SOLUC.CONFLIC,2.0
MATE1214C,CALC.INTEG-ECUAC.DIFEREN COMPL,0.0
QUIM1104,LABORATORIO DE QUÍMICA,0.0
IIND2109C,REFUERZO SIST. APOYO DECISION,0.0
ISIS1204L,LAB ALGORITMICA Y PROG. OBJ I,0.0
MATE1203,CALCULO DIFERENCIAL,3.0
MUSI1210,PIANO COMPLEMENTARIO 3,3.0
ISIS1204,ALGORITMICA Y PROGR. OBJ. I,3.0
IMEC6997,PASANTIA ESTUDIANTES EXTERNOS,0.0
DLIT6901,SEMINARIO DE INVESTIGACION,4.0
QUIM1105C,COMPL. DE APLICACIONES,0.0
"",,0.0
QUIM1103,QUÍMICA,3.0
DISE2521,FOTOGRAFÍA 1,3.0
DEPO1212,KICKBOXING,1.0
FISI1018C,COMPL. FÍSICA I,0.0
QUIM1103,QUÍMICA,3.0
ECON2106C,COMPL TEORIA DEL CONS Y FIRMA,0.0
EDUC2003,PROYECTOS INVESTIGAC.CONECTA-T,3.0
DERE2303,DERECHO PUBLICO ADMINISTRATIVO,3.0
CPOL2410,JUSTICIA TRANSIC Y MEMORIA,3.0
DECA1001,HERRAMIENTAS VIDA UNIVERSITARI,1.0
IELE4070,ASIST GRADUAD IELECTRI-ELECTRO,0.0
ANTR6971,PROYECTO DE TESIS DOCTORAL,0.0
ICYA3203C,COMPL GERENCIA PROY CONSTRUCCI,0.0
MUSI2402,CONJUNTO 4 PIANO,3.0
DERE1121B,CINE Y DERECHOS HUMANOS,3.0
IBIO4401L,LABORATORIO BIOLOGIA AVANZADA,0.0
MLIT4000,ESCRITURA ACADEMICA POSTGRADOS,0.0
CIDE5113,FORMULACIÓN E IMPLEMENTACIÓN P,4.0
EECO5102,METODOS CUANTITATIVOS EE,2.0
FISI1012C,COMPL. FÍSICA BÁSICA 1,0.0
IIND2106C,REFUERZO PROBA Y ESTAD I,0.0
MBIO3503,MICROBIOLOGIA MEDICA-LAB,0.0
ICYA2402,HIDRAULICA,3.0
MATE1203,CALCULO DIFERENCIAL,3.0
IQUI2104,LAB. FENOMENOS TRANSPORTE 2,0.0
ADMI1203,PLANEACION FINANCIERA,3.0
IELE4021,TESIS II,8.0
ADMI1203,PLANEACION FINANCIERA,3.0
PSIC3990,INSCRIPCION A GRADO,0.0
EDUC4903,EDUCACION Y POSCONFLICTO,4.0
ICYA1122,MATERIALES EN INGENIERIA CIVIL,3.0
IELE1010,CIRCUITOS E INSTRUMENTACION,3.0
DEPO3100,SELECCION BALONCESTO MASCULINO,1.0
DEPO3248,NATACION PRINCIPIANTES,1.0
CIDE4173,DESARROLLO ECON LOCAL Y REGION,4.0
CBIO4800,SEMINARIOS INVESTIGACION L.D.,4.0
FISI1038,ONDAS Y FLUIDOS,3.0
ECON3626,INTR ECON URB Y DEL TRANSPORTE,3.0
"",,0.0
ARTE2207,ARTE SONORO,3.0
IIND2202,FUNDAMENTOS DE PRODUCCION,3.0
SICO5312,TEORIA DE LA DECISION,0.0
LENG1104,INGLÉS 4,0.0
ISIS1204,ALGORITMICA Y PROGR. OBJ. I,3.0
IIND2202,FUNDAMENTOS DE PRODUCCION,3.0
MATE1214C,CALC.INTEG-ECUAC.DIFEREN COMPL,0.0
MBIO2307,VIROLOGIA-LAB,1.0
CIDE3154A,"COLOMBIA, PAIS DE REGIONES",3.0
ARQU3163,SEM BTA CIUDAD ABIERT COMP.URB,3.0
DEPO1242,SELECC ATLETISMO (LIGA),1.0
EDUC4029,LABORATORIO METODOS CUANTITATI,0.0
MUSI1122B,BANDA SONORA,3.0
PSIC1018,SEMILLERO LENGUAJE Y COGNICION,0.0
ADMI1602,TALLER AUTOCONOCIMIENTO,2.0
BIOL3907,"TRABAJO GRADO, MONOGR, PRAC.GR",3.0
ARQU1302,TALLER TECNICO 2,3.0
IQUI3002,LAB. PROC. SEPARACION,0.0
BIOL2201,GENETICA-LAB,1.0
MBIO2103,BIOLOGIA MOLECULAR-LAB,1.0
MDIS4601,ESTUDIO MAESTRÍA 4 PROYECTO D,4.0
DEMP5203,RESPONSABILIDAD CIVIL,1.0
IELE2300L,LAB.ANALISIS SIST. CONTROL,0.0
IBIO2099L,LAB.FISIOLOG.CUANTIT.ING.BIOM1,0.0
ISIS1404L,LAB TI EN LAS ORGANIZACIONES,0.0
MUSI1100A,APRECIACION DE LA MÚSICA,3.0
IELE2009L,LAB COMPUTAC CIENTIFICA,0.0
IIND2104C,REFUERZO MODELOS PROBABILISTIC,0.0
LITE1611,ESPAÑOL,3.0
ARQU1301,TALLER TECNICO 1,3.0
LITE1611,ESPAÑOL,3.0
IBIO4703,PROYECTO ESPECIAL MAESTRIA,1.0
ANTR3180,ELECTIVA EN ANTROPOLOGIA,3.0
DECA1001,HERRAMIENTAS VIDA UNIVERSITARI,1.0
EINT1000B,COLOMBIA Y EL MUNDO,3.0
PSIC4107,DISEÑO PROY INV III COLOQ II,4.0
FISI1029,FISICA EXPERIMENTAL II,1.0
ADMI3405,SISTEM. INFORMACGER.(INGLES),3.0
DEPR4100,RESPONSABILIDAD CIVIL,4.0
PSIC2706,DISEÑO Y ANÁLISIS DE INV. 1,3.0
CIDE4135,TUTORIAL DE INVESTIGACIÓN,4.0
IQUI3002,LAB. PROC. SEPARACION,0.0
IIND2106,PROBABILIDAD Y ESTADÍSTICA I,3.0
ECON4657,POBREZA Y DESARROLLO ECON,4.0
MATE1214C,CALC.INTEG-ECUAC.DIFEREN COMPL,0.0
ECON2204,MEDICION Y CONTABILIDAD,3.0
EGOB4103,MICROECONOMÍA PARA ASUNTOS PÚB,4.0
LENG1103,INGLÉS 3,0.0
EDUC4207,TESIS 2,6.0
DERE3302,ACCIONES PUBLICAS,3.0
MADM4550,ESTRATEGIA,3.0
QUIM1103,QUÍMICA,3.0
DISE3199,ESTUDIO 8: PROYECTO DE GRADO,3.0
MFIN4204,ECONOMETRÍA,2.0
QUIM1103C,COMPL. DE QUÍMICA,0.0
DEPO1217,TAI-CHI (ZONA VERDE DEL BOBO),1.0
MBIO3101,BIOL.CELU Y MOLEC.PROCAR.-LAB,1.0
MUSI2420,RECITAL MITAD DE CARRERA INSTR,3.0
CBIO6802,SEMIN.INVESTIGACION DOC. L.D.1,8.0
DISE3150,ESTUDIO 7: BIODESIGN CHALLENGE,3.0
IBIO4120L,LAB. DINÁMICA CARDIOVASCULAR,0.0
MUSI1415,INSTRUMENTO 1 - 15 - CONTRABAJ,4.0
LENG1106,INGLÉS 6,0.0
QUIM1211,LABORATORIO DE QUIMICA INORG.I,1.0
DISE2619,DATOS: DISEÑO Y COMUNICACIÓN,3.0
ARTE3996,PRÁCTICA EN PROYECTOS,3.0
GEOC3099,PROYECTO DE GRADO,3.0
IIND2106C,REFUERZO PROBA Y ESTAD I,0.0
LITE1611,ESPAÑOL,3.0
MPER4403,TUTORIAL INTERCAMBIO,4.0
DERE3201,SOCIEDADES,3.0
CONT2421,CONTABILIDAD COSTOS (INGLES),3.0
LITE1400,LATIN I,3.0
DEPO1218,TENIS DE CAMPO AVANZADOS,1.0
MGAP4414,POLIT.GEST.AMBIENTAL AMERICA,3.0
DERE3804,PRACTICA CTP 2,6.0
IBIO6003,TUTORIAL 2,4.0
ARTE2108,FUNDAMENTOS DE DIBUJO,3.0
DISE3199,ESTUDIO 8: PROYECTO DE GRADO,3.0
EDUC4207,TESIS 2,6.0
ECON6202,MACROECONOMÍA LP DOC,4.0
CIDE4148,TALLER TRABAJO GRADO EN PROFUN,4.0
DLIT6907,DESARROLLO DE TESIS DOCTORAL,3.0
IMEC1541L,LABORATORIO MEC SOL RIGIDOS,0.0
